guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00261,desk_posture,Ngồi nhiều/tư thế xấu,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người gầy mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00262,desk_posture,Ngồi nhiều/tư thế xấu,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người gầy mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00263,desk_posture,Ngồi nhiều/tư thế xấu,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người gầy mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00264,desk_posture,Ngồi nhiều/tư thế xấu,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người gầy mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00265,desk_posture,Ngồi nhiều/tư thế xấu,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người gầy mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00266,desk_posture,Ngồi nhiều/tư thế xấu,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người tập tại nhà: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00267,desk_posture,Ngồi nhiều/tư thế xấu,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người tập tại nhà: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00268,desk_posture,Ngồi nhiều/tư thế xấu,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người tập tại nhà: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00269,desk_posture,Ngồi nhiều/tư thế xấu,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người tập tại nhà: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00270,desk_posture,Ngồi nhiều/tư thế xấu,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người tập tại nhà: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00271,desk_posture,Ngồi nhiều/tư thế xấu,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên sức mạnh: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00272,desk_posture,Ngồi nhiều/tư thế xấu,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên sức mạnh: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00273,desk_posture,Ngồi nhiều/tư thế xấu,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên sức mạnh: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00274,desk_posture,Ngồi nhiều/tư thế xấu,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên sức mạnh: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00275,desk_posture,Ngồi nhiều/tư thế xấu,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên sức mạnh: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00276,desk_posture,Ngồi nhiều/tư thế xấu,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên tăng cơ: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00277,desk_posture,Ngồi nhiều/tư thế xấu,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên tăng cơ: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00278,desk_posture,Ngồi nhiều/tư thế xấu,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên tăng cơ: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00279,desk_posture,Ngồi nhiều/tư thế xấu,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên tăng cơ: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00280,desk_posture,Ngồi nhiều/tư thế xấu,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người ưu tiên tăng cơ: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00281,beginner_soreness,Mới tập bị ê ẩm,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm dân văn phòng: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00282,beginner_soreness,Mới tập bị ê ẩm,office_worker,Dân văn phòng,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm dân văn phòng: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00283,beginner_soreness,Mới tập bị ê ẩm,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Mới tập bị ê ẩm ở nhóm dân văn phòng: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00284,beginner_soreness,Mới tập bị ê ẩm,office_worker,Dân văn phòng,load_management,Quản lý tải,"Mới tập bị ê ẩm ở nhóm dân văn phòng: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00285,beginner_soreness,Mới tập bị ê ẩm,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Mới tập bị ê ẩm ở nhóm dân văn phòng: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00286,beginner_soreness,Mới tập bị ê ẩm,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm sinh viên: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00287,beginner_soreness,Mới tập bị ê ẩm,student,Sinh viên,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm sinh viên: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00288,beginner_soreness,Mới tập bị ê ẩm,student,Sinh viên,nutrition,Dinh dưỡng,"Mới tập bị ê ẩm ở nhóm sinh viên: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00289,beginner_soreness,Mới tập bị ê ẩm,student,Sinh viên,load_management,Quản lý tải,"Mới tập bị ê ẩm ở nhóm sinh viên: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00290,beginner_soreness,Mới tập bị ê ẩm,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Mới tập bị ê ẩm ở nhóm sinh viên: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00291,beginner_soreness,Mới tập bị ê ẩm,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Mới tập bị ê ẩm ở nhóm người bận rộn: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00292,beginner_soreness,Mới tập bị ê ẩm,busy_parent,Người bận rộn,recovery,Hồi phục,"Mới tập bị ê ẩm ở nhóm người bận rộn: Tập kỹ thuật và tăng tải rất từ từ, không cần tập tối đa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
